Age,Accessibility,EdLevel,Employment,Gender,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
>35,No,Master,1,Man,Dev,15,8,United States of America,180000,Bash/Shell;C++;Go;Python;Rust;Docker;Git;Kubernetes;AWS;Google Cloud Platform;Microsoft Azure;Cassandra;MySQL;PostgreSQL,14,0
>35,No,Undergraduate,1,Man,Dev,27,12,United States of America,135000,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;Docker;Git;Kubernetes;Yarn;ASP.NET;ASP.NET Core ;Vue.js;AWS;Microsoft Azure;DynamoDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,22,1
<35,No,Undergraduate,1,Man,Dev,20,11,United States of America,210000,C;HTML/CSS;Matlab;Python;Rust;SQL;Ansible;Git;Yarn;Flask;AWS;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,15,0
<35,No,Undergraduate,1,Man,Dev,22,10,United States of America,128750,C#;Java;JavaScript;Node.js;PowerShell;Chef;Docker;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js;Vue.js;Microsoft Azure;Microsoft SQL Server;Oracle;Redis,19,1
>35,No,Undergraduate,1,Man,NotDev,10,4,United States of America,150000,Bash/Shell;Java;PowerShell;Python;SQL;Ansible;Git;AWS;Microsoft Azure;Elasticsearch;PostgreSQL;SQLite,12,1
>35,No,NoHigherEd,0,Man,Dev,40,27,United Kingdom of Great Britain and Northern Ireland,129259,Assembly;Bash/Shell;C;C#;C++;F#;HTML/CSS;JavaScript;Node.js;Objective-C;Perl;PHP;PowerShell;Ruby;SQL;Swift;TypeScript;Docker;Git;Pulumi;Terraform;Yarn;ASP.NET Core ;Express;React.js;AWS;DigitalOcean;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL;Redis,34,1
>35,No,Undergraduate,1,Man,Dev,10,7,Saudi Arabia,102384,Bash/Shell;C++;Dart;Elixir;Erlang;Java;JavaScript;Kotlin;Node.js;PHP;Python;Rust;Scala;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Yarn;Angular;Angular.js;Express;Flask;jQuery;Laravel;React.js;Spring;Vue.js;AWS;DigitalOcean;Microsoft Azure;Cassandra;Couchbase;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,42,1
<35,No,Undergraduate,1,Man,Dev,17,10,United States of America,105000,Bash/Shell;HTML/CSS;JavaScript;Perl;SQL;Git;Vue.js;AWS;DigitalOcean;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite,15,0
>35,No,Master,0,Man,Dev,41,31,United States of America,180000,Bash/Shell;C;C++;Java;JavaScript;Node.js;Objective-C;Python;Ruby;SQL;Swift;TypeScript;Ansible;Docker;Git;Kubernetes;Unity 3D;Angular.js;Express;Flask;jQuery;Spring;AWS;DigitalOcean;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,32,1
>35,No,Undergraduate,1,Man,Dev,31,25,United States of America,200000,Bash/Shell;C#;Python;Rust;Chef;Git;Unity 3D;MySQL,8,0
>35,No,Undergraduate,1,Man,Dev,16,12,United States of America,150000,HTML/CSS;Java;JavaScript;Kotlin;Node.js;Swift;TypeScript;Docker;Git;Kubernetes;Angular.js;Express;React.js;Spring;Google Cloud Platform;MongoDB;Oracle;Redis;SQLite,19,1
<35,No,Undergraduate,1,Man,NotDev,11,11,Nomadic,180000,C++;Python;Rust;Git;AWS,5,0
>35,Yes,Undergraduate,0,Man,Dev,40,33,United States of America,140000,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;Git;Unity 3D;Xamarin;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;Oracle,18,1
<35,No,Undergraduate,1,Man,Dev,10,7,Switzerland,104393,C#;HTML/CSS;Rust;SQL;Docker;Kubernetes;Unity 3D;Unreal Engine;ASP.NET Core ;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server,12,0
<35,No,Undergraduate,1,Man,Dev,10,4,United States of America,120000,C#;Dart;Java;Node.js;Python;Git;Unity 3D;Yarn;Express;React.js;Vue.js;AWS;Heroku;MySQL,14,1
>35,No,Undergraduate,1,Man,Dev,13,10,United States of America,140000,Java;Kotlin;Python;Docker;Git;Django;Flask;PostgreSQL;SQLite,9,0
>35,No,PhD,1,Man,Dev,45,45,United States of America,160000,Bash/Shell;C;C#;C++;Java;Matlab;Python;Ruby;Git;AWS;MySQL;Oracle,12,1
<35,No,Undergraduate,1,Man,NotDev,5,2,United Kingdom of Great Britain and Northern Ireland,155111,Bash/Shell;Python;R;SQL;Docker;Git;DigitalOcean;Google Cloud Platform;Elasticsearch;Microsoft SQL Server;MySQL,11,0
<35,No,PhD,1,Man,NotDev,17,9,United Kingdom of Great Britain and Northern Ireland,209400,C;Python;Rust;Git;Django;AWS;PostgreSQL,7,0
>35,No,Master,1,Man,Dev,30,15,Hungary,153948,Bash/Shell;C++;HTML/CSS;JavaScript;Kotlin;Node.js;Rust;TypeScript;Ansible;Git;Kubernetes;Express;React.js;AWS;Cassandra;Elasticsearch;MongoDB;PostgreSQL,18,1
>35,No,Undergraduate,0,Man,Dev,25,22,United Kingdom of Great Britain and Northern Ireland,186132,Bash/Shell;C#;F#;HTML/CSS;JavaScript;PowerShell;TypeScript;VBA;Docker;Kubernetes;Angular;ASP.NET;ASP.NET Core ;React.js;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;Oracle;Redis;SQLite,23,1
<35,No,Undergraduate,1,Man,Dev,9,5,United States of America,120000,Bash/Shell;C;C#;C++;Dart;Python;Rust;Git;Flask;DigitalOcean;PostgreSQL,11,0
>35,No,Undergraduate,1,Man,Dev,18,13,United States of America,155000,Bash/Shell;Java;JavaScript;Ruby;SQL;Docker;Git;Kubernetes;Yarn;React.js;Ruby on Rails;AWS;Elasticsearch;MySQL;Redis,15,0
<35,No,Other,0,Man,Dev,4,1,United Kingdom of Great Britain and Northern Ireland,140000,C;C++;Go;Java;JavaScript;Node.js;Python;SQL;TypeScript;Git;Express;jQuery;React.js;AWS;Google Cloud Platform;Heroku;DynamoDB;MongoDB,18,1
>35,No,Undergraduate,1,Man,Dev,34,21,United Kingdom of Great Britain and Northern Ireland,109871,C#;HTML/CSS;Java;Python;Rust;Docker;Git;Kubernetes;Pulumi;ASP.NET Core ;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis,16,1
>35,No,PhD,0,Man,Dev,15,5,United States of America,180000,Python;Rust;Docker;Git;Google Cloud Platform;Firebase,6,0
<35,No,Undergraduate,1,Man,Dev,14,2,United States of America,200000,C;C++;Elixir;Python;Ruby;Rust;React.js;MySQL;SQLite,9,0
<35,Yes,NoHigherEd,1,Man,Dev,14,10,United States of America,135000,C;C++;Go;Java;Python;Rust;Scala;Ansible;Docker;Kubernetes;Terraform;Spring;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;Cassandra;PostgreSQL;SQLite,19,0
>35,No,Master,1,Man,Dev,37,15,United States of America,120000,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Perl;PHP;Python;Ruby;SQL;TypeScript;Git;Angular.js;ASP.NET;ASP.NET Core ;Gatsby;jQuery;React.js;Ruby on Rails;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,24,1
>35,No,Master,0,Man,Dev,15,15,United States of America,195000,C#;HTML/CSS;JavaScript;TypeScript;Git;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server,9,1
>35,No,Undergraduate,1,Man,Dev,35,21,United States of America,130000,HTML/CSS;JavaScript;PHP;SQL;Swift;AWS;Elasticsearch;MariaDB;MySQL;SQLite,10,0
>35,No,Undergraduate,1,Man,Dev,39,34,United States of America,120000,C;C++;Java;JavaScript;Node.js;Python;R;TypeScript;Ansible;Docker;Git;Django;jQuery;Vue.js;Heroku;MongoDB;PostgreSQL;SQLite,18,1
<35,No,Other,1,Woman,Dev,4,3,United States of America,130000,Go;HTML/CSS;JavaScript;Node.js;Rust;TypeScript;Docker;Git;Yarn;React.js;AWS;Google Cloud Platform;Microsoft Azure;PostgreSQL,14,0
>35,No,Master,1,Man,Dev,50,36,United States of America,160000,Bash/Shell;C;C++;HTML/CSS;JavaScript;Matlab;PowerShell;Python;Rust;SQL;Docker;Git;Flask;MongoDB;MySQL;SQLite,16,1
<35,No,Master,1,Man,Dev,15,10,Canada,105884,Java;Docker;Git;Terraform;Express;React.js;Spring;Vue.js;AWS;Elasticsearch;MySQL;PostgreSQL,12,0
>35,No,Master,0,Man,Dev,20,18,Germany,129720,Bash/Shell;C#;F#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;Git;Xamarin;Angular;Angular.js;ASP.NET;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server;PostgreSQL;SQLite,20,1
<35,No,Undergraduate,1,Man,Dev,15,8,United States of America,142000,Haskell;HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Deno;Docker;Git;Kubernetes;Terraform;Yarn;React.js;Svelte;Microsoft Azure;Elasticsearch;SQLite,17,1
<35,No,Undergraduate,1,Man,NotDev,7,5,Saudi Arabia,102384,Python;R;SQL;Docker;Flask;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB,9,0
<35,No,Other,1,Man,Dev,20,7,United Kingdom of Great Britain and Northern Ireland,106639,Bash/Shell;C#;Elixir;F#;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;ASP.NET;ASP.NET Core ;Django;jQuery;Svelte;AWS;Microsoft Azure;MariaDB;MySQL;PostgreSQL;Redis,27,1
>35,No,Other,1,Man,Dev,29,21,United States of America,185000,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Ruby;Chef;Docker;Git;Terraform;jQuery;AWS;Elasticsearch;MySQL;PostgreSQL,15,1
<35,No,NoHigherEd,1,Man,Dev,8,1,United Kingdom of Great Britain and Northern Ireland,186132,Assembly;Bash/Shell;Dart;HTML/CSS;JavaScript;Python;Rust;TypeScript;Git;Angular;Django;Elasticsearch;MongoDB;Redis;SQLite,15,1
>35,No,Undergraduate,1,Man,Dev,23,13,United States of America,132000,C#;SQL;Git;Microsoft SQL Server,4,0
>35,No,Master,0,Man,Dev,28,14,United Kingdom of Great Britain and Northern Ireland,131328,C++;Docker;Git;Kubernetes;AWS;Microsoft Azure,6,0
<35,No,Master,1,Man,Dev,18,7,Switzerland,147391,C#;JavaScript;Node.js;TypeScript;Docker;Git;Terraform;ASP.NET Core ;Express;React.js;AWS;MongoDB;Redis,13,1
<35,No,Undergraduate,1,Man,Dev,5,3,United States of America,150000,Go;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Kubernetes;Yarn;Express;React.js;AWS,12,0
<35,No,Master,1,Man,Dev,10,5,United States of America,150000,C#;HTML/CSS;JavaScript;Node.js;TypeScript,5,1
<35,No,Undergraduate,1,Man,Dev,6,3,United States of America,105000,C;Kotlin;Git;Svelte;Vue.js;Firebase,6,0
>35,No,Master,0,Man,Dev,33,20,Norway,124080,Java;JavaScript;Node.js;PHP;Python;SQL;Docker;Git;Kubernetes;Xamarin;FastAPI;Flask;jQuery;Vue.js;DigitalOcean;Google Cloud Platform;Elasticsearch;MySQL;Redis,19,1
>35,No,Master,0,Man,Dev,21,18,United Kingdom of Great Britain and Northern Ireland,129250,Bash/Shell;Groovy;Java;Python;Git;AWS;DynamoDB;Elasticsearch,8,0
>35,No,Undergraduate,1,Man,Dev,28,15,United States of America,160000,Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;Objective-C;Perl;PHP;Python;SQL;Swift;TypeScript;Docker;Git;Kubernetes;Puppet;Terraform;Unity 3D;Yarn;Django;Drupal;Express;Flask;Gatsby;jQuery;React.js;Spring;Symfony;AWS;Google Cloud Platform;Oracle Cloud Infrastructure;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,39,1
<35,No,Undergraduate,1,Man,Dev,5,3,United States of America,150000,Go;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Express;React.js;AWS,13,0
<35,No,Undergraduate,1,Man,Dev,13,9,United States of America,170000,C++;HTML/CSS;JavaScript;Python;SQL;Ansible;Docker;Git;Kubernetes;Django;Flask;jQuery;Elasticsearch;MariaDB;PostgreSQL;Redis;SQLite,17,0
<35,No,Undergraduate,1,Man,Dev,15,4,United States of America,109200,C#;PowerShell;Python;VBA;Git;ASP.NET;Microsoft Azure;Microsoft SQL Server;MongoDB;SQLite,10,1
<35,No,Master,1,Man,Dev,11,4,United Kingdom of Great Britain and Northern Ireland,103408,Java;Rust;Docker;Git;Kubernetes;Spring;AWS;MySQL,8,0
<35,No,Undergraduate,1,Man,Dev,12,8,United States of America,125000,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;ASP.NET;ASP.NET Core ;Express;React.js;AWS;DigitalOcean;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL,19,1
>35,No,Undergraduate,1,Woman,Dev,21,21,United States of America,180000,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;SQL;Git;Django;AWS;PostgreSQL;Redis,11,0
<35,No,Master,1,Woman,NotDev,11,10,United States of America,115200,R;SQL;Microsoft SQL Server,3,0
<35,No,Undergraduate,1,Man,Dev,10,4,United States of America,140000,Assembly;C;HTML/CSS;Python;Rust;SQL;Docker;Git;Kubernetes;Flask;IBM Cloud or Watson;IBM DB2;MySQL;SQLite,14,0
<35,No,Undergraduate,1,Man,Dev,6,4,United States of America,108000,Bash/Shell;Go;Python;Ansible;Docker;Git;Kubernetes;Terraform;FastAPI;Flask;AWS;DynamoDB;Redis,13,0
>35,No,Undergraduate,1,Man,Dev,36,23,United States of America,108000,C#;HTML/CSS;JavaScript;TypeScript;Git;ASP.NET;ASP.NET Core ;React.js,8,0
>35,No,PhD,1,Man,NotDev,40,30,United States of America,150000,C;C++;PHP;SQL;Git;AWS;PostgreSQL;SQLite,8,0
<35,No,Undergraduate,0,Man,Dev,15,8,Canada,113447,HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript;Ansible;Docker;Git;Terraform;Django;Express;Vue.js;AWS;DigitalOcean;Heroku;MongoDB,17,1
<35,No,Master,1,Man,Dev,20,4,United Kingdom of Great Britain and Northern Ireland,183750,C++;Unreal Engine;DigitalOcean,3,0
>35,No,Undergraduate,1,Man,Dev,24,19,United Kingdom of Great Britain and Northern Ireland,106639,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;Rust;TypeScript;Deno;Docker;Git;Terraform;Django;Express;Flask;AWS;DigitalOcean;Microsoft Azure;DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,24,1
>35,No,Undergraduate,1,Man,Dev,23,17,United States of America,155000,C#;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;Vue.js;AWS;IBM Cloud or Watson;Microsoft Azure;Elasticsearch;Microsoft SQL Server;Redis,16,1
>35,No,Undergraduate,1,Man,Dev,23,12,United States of America,156000,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server;Redis,11,1
<35,No,Other,1,Man,Dev,18,13,United States of America,200000,C#;C++;Git;Unity 3D;Angular.js;ASP.NET Core ;jQuery;AWS;DynamoDB;Elasticsearch;MySQL;Redis,12,0
<35,No,Master,1,Man,Dev,15,13,United States of America,110000,HTML/CSS;JavaScript;PHP;SQL;Git;jQuery;MySQL,7,0
<35,No,NoHigherEd,0,Man,Dev,8,7,Israel,105072,Java;Kotlin;Objective-C;Firebase;SQLite,5,0
<35,No,Undergraduate,1,Man,Dev,23,9,United States of America,110000,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;Docker;Git;Kubernetes;Django;React.js;AWS;Elasticsearch;MySQL;PostgreSQL;Redis,15,0
<35,No,Undergraduate,1,Man,Dev,5,3,United States of America,203660,C++;HTML/CSS;JavaScript;Python;Rust;Flask;MySQL;SQLite,8,0
<35,No,Undergraduate,1,Man,Dev,16,9,United States of America,123000,C#;SQL;Git;Terraform;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,8,0
>35,No,Master,1,Man,NotDev,33,18,United States of America,180000,C#;Java;SQL;Git;Kubernetes;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;Couchbase;Microsoft SQL Server,12,1
<35,No,Master,1,Man,Dev,16,6,United Kingdom of Great Britain and Northern Ireland,193889,C#;F#;Docker;Git;Kubernetes;ASP.NET Core ;Elasticsearch;PostgreSQL;Redis,9,0
<35,No,Master,1,Man,Dev,12,1,United States of America,150000,Assembly;Bash/Shell;C;C++;Python;Rust;Docker;Git;Puppet,9,0
>35,No,Master,0,Man,Dev,26,24,Denmark,115784,C#;F#;Haskell;JavaScript;Ruby;Git;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,9,0
<35,No,Master,1,Man,Dev,9,6,United States of America,112000,Bash/Shell;C++;Java;Python;Rust;Git,6,0
<35,No,PhD,1,NonBinary,Dev,19,2,United States of America,185500,Haskell;Objective-C;Python;Rust;Git;MySQL,6,0
<35,No,Undergraduate,1,Man,Dev,9,4,United States of America,108964,Bash/Shell;Go;Haskell;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;Git;jQuery,11,1
<35,No,Other,1,Woman,Dev,5,4,United States of America,105000,C#;C++;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;VBA;Git;Yarn;Angular;Angular.js;ASP.NET;Microsoft Azure;DynamoDB;Microsoft SQL Server;MongoDB,18,1
<35,No,Undergraduate,1,Man,Dev,16,11,United States of America,182000,Bash/Shell;C#;Java;JavaScript;Node.js;Python;Rust;Ansible;Docker;Git;Kubernetes;Terraform;AWS;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,18,1
<35,No,Undergraduate,0,Man,Dev,17,9,Poland,103272,Go;Java;JavaScript;Node.js;TypeScript;Docker;Git;Terraform;Spring;AWS;DynamoDB;PostgreSQL,12,1
<35,No,Undergraduate,1,Man,Dev,13,9,United States of America,116000,C#;F#;Git;Xamarin;AWS;Microsoft Azure;SQLite,7,0
>35,No,Undergraduate,0,Man,Dev,18,10,Germany,172957,Bash/Shell;HTML/CSS;Python;SQL;Swift;Docker;Git;Django;AWS;DynamoDB;MySQL;PostgreSQL;Redis;SQLite,14,0
>35,No,Undergraduate,1,NonBinary,Dev,23,13,United States of America,175000,Assembly;Bash/Shell;C;C++;Groovy;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;Ruby;Rust;SQL;Swift;Ansible;Docker;Git;Yarn;PostgreSQL;SQLite,22,1
>35,No,PhD,1,Man,Dev,45,40,Ireland,162147,JavaScript;Git,2,0
<35,No,Undergraduate,0,Man,Dev,11,7,"Venezuela, Bolivarian Republic of...",146712,HTML/CSS;JavaScript;Kotlin;Node.js;PHP;SQL;TypeScript;Git;Angular;Express;Laravel;React.js;Vue.js;AWS;Google Cloud Platform;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,20,1
>35,No,Other,1,Man,Dev,15,4,United States of America,110000,Bash/Shell;JavaScript;Node.js;Python;TypeScript;Git;Kubernetes;Angular;Express;Flask;React.js;Google Cloud Platform;IBM Cloud or Watson;Firebase;MySQL,15,1
>35,Yes,NoHigherEd,1,Man,Dev,23,17,United States of America,200000,Go;Python;Rust;SQL;Git;AWS;DynamoDB;MongoDB;PostgreSQL;Redis,10,0
>35,No,Undergraduate,0,Man,Dev,26,22,United States of America,163200,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;Angular.js;ASP.NET Core ;Express;React.js;Google Cloud Platform;MySQL,17,1
<35,No,Undergraduate,1,Man,Dev,16,6,Brazil,200000,Bash/Shell;C#;Java;JavaScript;Kotlin;Node.js;Python;SQL;Docker;Git;Kubernetes;Terraform;ASP.NET Core ;Django;Express;Spring;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite,24,1
>35,No,Undergraduate,1,Man,Dev,16,14,United States of America,135000,Groovy;HTML/CSS;Java;JavaScript;Node.js;Docker;Git;Yarn;Express;jQuery;React.js;Spring;SQLite,13,1
>35,No,NoHigherEd,1,Man,Dev,18,18,United States of America,144000,C++;Python;Docker;Unity 3D;SQLite,5,0
<35,No,Undergraduate,1,Man,Dev,15,7,United States of America,110000,Bash/Shell;C;C++;Groovy;Java;Matlab;PowerShell;Python;Ansible;Docker;Git,11,0
<35,No,PhD,0,Man,Dev,18,15,Turkey,129720,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;PHP;Python;SQL;Swift;Docker;Flow;Git;Kubernetes;Puppet;Unity 3D;Unreal Engine;Yarn;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;Flask;jQuery;Laravel;React.js;Spring;Symfony;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,53,1
<35,No,Undergraduate,1,Man,Dev,18,9,United States of America,200000,C;Java;Python;Docker;Git,5,0
>35,No,Master,0,Man,Dev,15,12,Czech Republic,103932,C#;HTML/CSS;JavaScript;PowerShell;SQL;Docker;Git;Terraform;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;Oracle;SQLite,16,1
<35,No,Undergraduate,1,Man,Dev,5,3,United Kingdom of Great Britain and Northern Ireland,155111,Scala;Docker;Kubernetes;PostgreSQL,4,0
<35,No,Undergraduate,1,Man,Dev,15,5,United States of America,125000,HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript;Deno;Docker;Git;Kubernetes;Yarn;Django;Express;Flask;React.js;AWS;DigitalOcean;Google Cloud Platform;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,25,1
<35,No,Undergraduate,1,Man,Dev,16,6,United States of America,112000,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;AWS;DigitalOcean;Microsoft Azure;Microsoft SQL Server;PostgreSQL;SQLite,16,1
<35,No,Undergraduate,1,Man,Dev,7,5,United States of America,127500,Go;HTML/CSS;Java;JavaScript;Node.js;Docker;Git;Terraform;React.js;AWS;DynamoDB;Elasticsearch,12,0
<35,No,Master,1,Man,Dev,13,11,France,124300,Python;Rust;TypeScript;Docker;Git;Kubernetes;Angular;Google Cloud Platform;Microsoft Azure,9,0
<35,No,Undergraduate,1,Man,Dev,5,3,United Kingdom of Great Britain and Northern Ireland,148648,Scala;Docker;Git;AWS;Cassandra;Elasticsearch;PostgreSQL;Redis,8,0
<35,No,Undergraduate,1,Man,Dev,9,4,Spain,121070,C++;JavaScript;Node.js;Python;Rust;TypeScript;Docker;Git;Yarn;DigitalOcean;Google Cloud Platform,11,0
>35,No,Undergraduate,1,Man,Dev,11,7,United States of America,165000,Bash/Shell;HTML/CSS;Java;SQL;TypeScript;Ansible;Chef;Docker;Git;Kubernetes;Angular;Spring;AWS;MongoDB;Oracle,15,1
>35,No,Other,0,Man,Dev,28,25,Canada,108912,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;SQL;Docker;Git;Express;AWS;DigitalOcean;MySQL;PostgreSQL;Redis,14,0
<35,No,Undergraduate,1,Man,Dev,10,5,United States of America,112500,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;Puppet;Flask;React.js;Heroku;MariaDB;PostgreSQL,11,0
>35,No,Undergraduate,1,Man,Dev,42,34,United Kingdom of Great Britain and Northern Ireland,139600,JavaScript;Rust;Git;Gatsby;React.js;AWS,6,0
>35,No,Undergraduate,1,Man,Dev,40,22,United States of America,170000,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;Angular.js;ASP.NET;Express;jQuery;Vue.js;Microsoft SQL Server,13,1
>35,No,Undergraduate,1,Man,Dev,22,18,United States of America,214000,Bash/Shell;Groovy;Python;Docker;Git;Kubernetes;Puppet;Terraform;AWS;Microsoft Azure;Microsoft SQL Server;PostgreSQL,12,0
<35,No,Undergraduate,1,Man,Dev,10,4,United States of America,162500,Bash/Shell;Go;Java;JavaScript;Python;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;React.js;Spring;AWS;MySQL,16,1
>35,No,Undergraduate,1,Man,Dev,22,20,United States of America,150000,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;VBA;Docker;Git;ASP.NET;ASP.NET Core ;AWS;Microsoft Azure;Microsoft SQL Server,15,1
<35,No,Undergraduate,1,Man,Dev,12,6,United States of America,165000,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;SQL;TypeScript;Deno;Git;Puppet;Terraform;Yarn;React.js;Ruby on Rails;AWS;Heroku;DynamoDB;Elasticsearch;Redis,19,1
>35,No,Undergraduate,1,Man,Dev,37,25,United States of America,122500,HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;TypeScript;Git;Express;jQuery;React.js;AWS;DynamoDB;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,19,1
<35,No,Undergraduate,1,Man,Dev,9,4,United States of America,125000,C#;HTML/CSS;JavaScript;PHP;Python;SQL;Git;ASP.NET;Django;jQuery;AWS;Heroku;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,16,1
<35,No,Master,1,Man,Dev,16,11,United States of America,150000,JavaScript;Python;Docker;Git;Flask;jQuery;AWS;Google Cloud Platform;DynamoDB;Elasticsearch;Firebase;PostgreSQL;Redis,13,0
<35,No,Master,1,Man,NotDev,11,4,United States of America,140000,Assembly;C++;Python;SQL;Flask;MySQL;SQLite,7,0
>35,No,Undergraduate,1,Man,Dev,9,3,United States of America,185515,Bash/Shell;F#;JavaScript;Python;SQL;Kubernetes;ASP.NET Core ;Microsoft Azure;Elasticsearch;Microsoft SQL Server,10,0
>35,No,Undergraduate,1,Man,NotDev,35,25,United States of America,208000,Assembly;C;Go;HTML/CSS;JavaScript;Python;SQL;Ansible;Docker;Git;Kubernetes;Puppet;Flask;AWS;DigitalOcean;MariaDB;PostgreSQL;SQLite,18,0
>35,No,Master,1,Man,Dev,30,20,Netherlands,216196,Assembly;Bash/Shell;C;C#;C++;Elixir;Erlang;Go;Java;JavaScript;Kotlin;Node.js;Objective-C;PowerShell;Python;R;Ruby;Rust;Swift;Chef;Docker;Git;Terraform;React.js;AWS;Google Cloud Platform;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,34,1
